CODIGO_PROYECTO,TIPO_CUENTA,TOTAL_LB,NOMBRE_OBRA,NOMBRE_CLIENTE,TOTAL YTD,TOTAL LB OLD,TOTAL_PDT,MARGEN,TOTAL_PDT_PROY,% AVANCE
P-1717,1. INGRESO,0.0,ECO QUILÍN I,CONSTRUCTORA ICF SPA,0.0,0.0,0.0,0.0,1000000,0.0
P-1717,3. COSTO MANO DE OBRA,0.0,ECO QUILÍN I,CONSTRUCTORA ICF SPA,0.0,0.0,0.0,0.0,0,0.0
P-1717,4. COSTO SUPERVISIÓN,0.0,ECO QUILÍN I,CONSTRUCTORA ICF SPA,0.0,0.0,0.0,0.0,0,0.0
P-1718,4. COSTO SUPERVISIÓN,0.0,PATIO COMIDAS,EBCO S.A.,0.0,0.0,0.0,0.541567271626161,0,0.0
P-1719,2. COSTO MATERIALES,0.0,CD METALPAR,EBCO S.A.,0.0,0.0,0.0,1.0,0,0.0
P-1719,3. COSTO MANO DE OBRA,0.0,CD METALPAR,EBCO S.A.,0.0,0.0,0.0,1.0,0,0.0
P-1719,4. COSTO SUPERVISIÓN,0.0,CD METALPAR,EBCO S.A.,0.0,0.0,0.0,1.0,0,0.0
P-1720,2. COSTO MATERIALES,0.0,,,0.0,0.0,0.0,0.0,0,0.0
P-1720,4. COSTO SUPERVISIÓN,0.0,,,0.0,0.0,0.0,0.0,0,0.0
P-1721,4. COSTO SUPERVISIÓN,0.0,STRIP CENTER LUIS PASTEUR,INMOBILIARIA LUIS PASTEUR S.A.,0.0,0.0,0.0,0.20352205601754408,0,0.0
P-1722,2. COSTO MATERIALES,0.0,ECO CERRILLOS,CONSTRUCTORA ICF SPA,0.0,0.0,0.0,0.0,0,0.0
P-1722,3. COSTO MANO DE OBRA,0.0,ECO CERRILLOS,CONSTRUCTORA ICF SPA,0.0,0.0,0.0,0.0,0,0.0
P-1722,4. COSTO SUPERVISIÓN,0.0,ECO CERRILLOS,CONSTRUCTORA ICF SPA,0.0,0.0,0.0,0.0,0,0.0
P-1723,4. COSTO SUPERVISIÓN,0.0,VILLA PANAMERICANA LOTE C,CONSTRUCTORA MENA Y OVALLE S.A.,0.0,0.0,0.0,0.1841814219356563,0,0.0
P-1724,4. COSTO SUPERVISIÓN,0.0,,,0.0,0.0,0.0,0.716045706567206,0,0.0
P-1725,4. COSTO SUPERVISIÓN,0.0,LO CAÑAS,CONSTRUCTORA BRISAS DE BATUCO,0.0,0.0,0.0,0.2766785679310131,0,0.0
P-1726,4. COSTO SUPERVISIÓN,0.0,,,0.0,0.0,0.0,0.3044361179567928,0,0.0
P-1727,4. COSTO SUPERVISIÓN,0.0,,,0.0,0.0,0.0,0.23610133817032067,0,0.0
P-1728,1. INGRESO,0.0,,,0.0,0.0,0.0,0.0,0,0.0
P-1728,4. COSTO SUPERVISIÓN,0.0,,,0.0,0.0,0.0,0.0,0,0.0
P-1729,1. INGRESO,0.0,,,0.0,0.0,0.0,0.0,0,0.0
P-1729,3. COSTO MANO DE OBRA,0.0,,,0.0,0.0,0.0,0.0,0,0.0
P-1729,4. COSTO SUPERVISIÓN,0.0,,,0.0,0.0,0.0,0.0,0,0.0
1. TOTAL,4. COSTO SUPERVISIÓN,0.0,1. TOTAL,1. TOTAL,-22566666.0,-51949755.0,-74516421.0,0.3698302367182243,-79159682,0.9413431069619507
1. TOTAL,1. INGRESO,,1. TOTAL,1. TOTAL,,,4503192575.0,0.3698302367182243,4926992575,0.9139840392391905
1. TOTAL,2. COSTO MATERIALES,,1. TOTAL,1. TOTAL,,,-1686850217.0,0.3698302367182243,-1863386023,0.9052607437101078
1. TOTAL,3. COSTO MANO DE OBRA,,1. TOTAL,1. TOTAL,,,-1076409161.0,0.3698302367182243,-1190782876,0.9039508231893654
