CODIGO_PROYECTO,TIPO_CUENTA,TOTAL_LB,NOMBRE_OBRA,NOMBRE_CLIENTE,TOTAL YTD,TOTAL LB OLD,TOTAL_PDT,MARGEN,TOTAL_PREP,% AVANCE
P-1698,4. COSTO SUPERVISIÓN,0.0,CD ANDES,EBCO S.A.,0.0,0.0,0.0,0.36113614709542224,-1552353.0,-0.0
P-1699,4. COSTO SUPERVISIÓN,0.0,VILLA PANAMERICANA LOTE B,EMPRESA CONSTRUCTORA DLP S.A.,0.0,0.0,0.0,0.4328747016917005,0.0,0.0
P-1700,4. COSTO SUPERVISIÓN,0.0,CD ORIZON,EBCO S.A.,0.0,0.0,0.0,0.24257186530539177,-35002.0,-0.0
P-1701,4. COSTO SUPERVISIÓN,0.0,EDIFICIO ZENTENO,CONSTRUCTORA GREVIA SPA.,0.0,0.0,0.0,0.2610171005095846,-3113372.0,-0.0
P-1703,4. COSTO SUPERVISIÓN,0.0,SANTA VICTORIA DANACORP,DANACORP S.A,0.0,0.0,0.0,0.301525673415447,-2728704.0,-0.0
P-1704,4. COSTO SUPERVISIÓN,0.0,CD MERCADO LIBRE MEZZANINA,EBCO S.A.,0.0,0.0,0.0,0.4999964869052171,-31281353.0,-0.0
P-1705,4. COSTO SUPERVISIÓN,0.0,LOS CLARINES,CONSTRUCTORA INARCO S.A.,0.0,0.0,0.0,0.05182139736251048,-3523114.0,-0.0
P-1706,4. COSTO SUPERVISIÓN,0.0,CALIFORNIA,CONSTRUCTORA E INVERSIONES VITAL SPA.,0.0,0.0,0.0,0.4241583321873975,-4824811.0,-0.0
P-1707,4. COSTO SUPERVISIÓN,0.0,LAS TRANQUERAS,CONSTRUCTORA SANTOLAYA LTDA.,0.0,0.0,0.0,0.14994861433673465,-3909676.0,-0.0
P-1708,4. COSTO SUPERVISIÓN,0.0,ECO ESPAÑA,CONSTRUCTORA ICF SPA,0.0,0.0,0.0,-3.601971998337545,-10663380.0,-0.0
P-1709,4. COSTO SUPERVISIÓN,0.0,CENTRO COMERCIAL PASEO SAN PEDRO,EBCO S.A.,0.0,0.0,0.0,0.4419072218166717,-1433251.0,-0.0
P-1712,4. COSTO SUPERVISIÓN,0.0,CENTRO COMERCIAL VIÑA OUTLET PARK,EBCO S.A.,0.0,0.0,0.0,0.5304741290696028,-5621958.0,-0.0
P-1713,4. COSTO SUPERVISIÓN,0.0,RESERVA SAN FRANCISCO,EMPRESA NACIONAL DE CONSTRUCCIÓN LAS VERTIENTES SPA,0.0,0.0,0.0,-0.6071155209659296,-4142148.0,-0.0
P-1714,4. COSTO SUPERVISIÓN,0.0,DEPARTAMENTAL II,CONSTRUCTORA FUERZA SUR DOS SPA,0.0,0.0,0.0,0.01893329426985226,-1549618.0,-0.0
P-1715,4. COSTO SUPERVISIÓN,0.0,CD LO ECHEVERS,QUEZADA Y BOETSCH,0.0,0.0,0.0,0.23825668164758632,-7424606.0,-0.0
P-1716,4. COSTO SUPERVISIÓN,0.0,CD ASTARA,ASTARA LOGÍSTICA CHILE SPA.,0.0,0.0,0.0,0.5447373199926154,0.0,0.0
P-1717,1. INGRESO,0.0,ECO QUILÍN I,CONSTRUCTORA ICF SPA,0.0,0.0,0.0,0.0,170727176.424,0.0
P-1717,3. COSTO MANO DE OBRA,0.0,ECO QUILÍN I,CONSTRUCTORA ICF SPA,0.0,0.0,0.0,0.0,0.0,0.0
P-1717,4. COSTO SUPERVISIÓN,0.0,ECO QUILÍN I,CONSTRUCTORA ICF SPA,0.0,0.0,0.0,0.0,0.0,0.0
P-1718,4. COSTO SUPERVISIÓN,0.0,PATIO COMIDAS,EBCO S.A.,0.0,0.0,0.0,0.54247080127465,0.0,0.0
P-1719,2. COSTO MATERIALES,0.0,CD METALPAR,EBCO S.A.,0.0,0.0,0.0,1.0,0.0,0.0
P-1719,3. COSTO MANO DE OBRA,0.0,CD METALPAR,EBCO S.A.,0.0,0.0,0.0,1.0,0.0,0.0
P-1719,4. COSTO SUPERVISIÓN,0.0,CD METALPAR,EBCO S.A.,0.0,0.0,0.0,1.0,0.0,0.0
P-1720,2. COSTO MATERIALES,0.0,,,0.0,0.0,0.0,0.0,-21939079.0,-0.0
P-1720,4. COSTO SUPERVISIÓN,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
P-1721,4. COSTO SUPERVISIÓN,0.0,STRIP CENTER LUIS PASTEUR,INMOBILIARIA LUIS PASTEUR S.A.,0.0,0.0,0.0,0.20352205601754408,0.0,0.0
P-1722,2. COSTO MATERIALES,0.0,ECO CERRILLOS,CONSTRUCTORA ICF SPA,0.0,0.0,0.0,0.0,-124836610.0,-0.0
P-1722,3. COSTO MANO DE OBRA,0.0,ECO CERRILLOS,CONSTRUCTORA ICF SPA,0.0,0.0,0.0,0.0,0.0,0.0
P-1722,4. COSTO SUPERVISIÓN,0.0,ECO CERRILLOS,CONSTRUCTORA ICF SPA,0.0,0.0,0.0,0.0,0.0,0.0
P-1723,4. COSTO SUPERVISIÓN,0.0,VILLA PANAMERICANA LOTE C,CONSTRUCTORA MENA Y OVALLE S.A.,0.0,0.0,0.0,0.1841814219356563,0.0,0.0
P-1724,4. COSTO SUPERVISIÓN,0.0,,,0.0,0.0,0.0,0.7177534837843071,0.0,0.0
P-1725,4. COSTO SUPERVISIÓN,0.0,LO CAÑAS,CONSTRUCTORA BRISAS DE BATUCO,0.0,0.0,0.0,0.2766785679310131,-4468043.0,-0.0
P-1726,4. COSTO SUPERVISIÓN,0.0,,,0.0,0.0,0.0,0.3071099402971237,0.0,0.0
P-1727,4. COSTO SUPERVISIÓN,0.0,,,0.0,0.0,0.0,0.23610133817032067,0.0,0.0
P-1728,1. INGRESO,0.0,,,0.0,0.0,0.0,0.0,7874868.0,0.0
P-1728,4. COSTO SUPERVISIÓN,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
P-1729,1. INGRESO,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
P-1729,3. COSTO MANO DE OBRA,0.0,,,0.0,0.0,0.0,0.0,-28145749.0,-0.0
P-1729,4. COSTO SUPERVISIÓN,0.0,,,0.0,0.0,0.0,0.0,-6254611.0,-0.0
1. TOTAL,4. COSTO SUPERVISIÓN,0.0,1. TOTAL,1. TOTAL,-22566666.0,-51949755.0,-74516421.0,0.369969977577519,-242718085.0,0.3070081119006851
1. TOTAL,1. INGRESO,,1. TOTAL,1. TOTAL,,,4503192575.0,0.369969977577519,7808050447.840512,0.5767371260063332
1. TOTAL,2. COSTO MATERIALES,,1. TOTAL,1. TOTAL,,,-1686220937.0,0.369969977577519,-4375432891.300283,0.38538379604741047
1. TOTAL,3. COSTO MANO DE OBRA,,1. TOTAL,1. TOTAL,,,-1076409161.0,0.369969977577519,-1139100986.0,0.9449637689980895
