,Cta_Contable,Año,Mes,Fecha,Tipo_Comp,Num_Comp,Glosa,Primer_Analisis,Referencia,Num_Referencia,Debito,Credito,Comentario 
292,3101030-000,2021,4,4/14/21 0:00,CVT,156,SUB-CONTRATO: INST.SEGURIDAD Y CONTROL DE ACCESO,P-1653,79877450-6,11093,0,0,
293,3101030-000,2021,4,4/14/21 0:00,CVT,156,CODIGO COSTO: 407,P-1653,79877450-6,11093,0,0,
294,3101030-000,2021,4,4/14/21 0:00,CVT,157,EP N° ADICIONAL A INTALACION CCDD - OBRA: EDIFICIO PUCARA II,P-1637,76910360-0,11094,0,348421,
295,3101030-000,2021,4,4/14/21 0:00,CVT,157,"UF 11,84 x T/C $29.427,49",P-1637,76910360-0,11094,0,0,
296,3101030-000,2021,4,4/14/21 0:00,CVT,157,SEGÚN OC 113270 DE FECHA 13-04-2021 - CODIGO:SERV13N00110,P-1637,76910360-0,11094,0,0,
297,3101030-000,2021,4,4/15/21 0:00,CVT,185,EP N°3 - OBRA: S-0577 PROYECTO AXIONLOG,P-1666,76525290-3,11103,0,5089061,
298,3101030-000,2021,4,4/15/21 0:00,CVT,185,"UF 173,05 x T/C $29.408,04 DE FECHA 07-04-2021",P-1666,76525290-3,11103,0,0,
299,3101030-000,2021,4,4/15/21 0:00,CVT,185,SEGÚN CONTRATO N!7000019813-00010 - HES N°1000312638.,P-1666,76525290-3,11103,0,0,
300,3101030-000,2021,4,4/15/21 0:00,CVT,186,EP N°0012 - OBRA: CF4028 - LYON LUTERANO,P-1639,76071313-9,11104,0,2734523,
301,3101030-000,2021,4,4/15/21 0:00,CVT,186,"UF 92,89 x T/C $29.435,32",P-1639,76071313-9,11104,0,0,
302,3101030-000,2021,4,4/15/21 0:00,CVT,186,SUBCONTRATO: 027 - SC INST.CORRIENTESS DEBILES - CONTRATO N°CF4028-027-0012.,P-1639,76071313-9,11104,0,0,
303,3101030-000,2021,4,4/17/21 0:00,CVT,197,EP N°138300-20 - OBRA: 0529 INACAP CASA CENTRAL,P-1649,96869030-2,11109,0,8109063,
304,3101030-000,2021,4,4/17/21 0:00,CVT,197,N° SUBCONTRATO: 138300 - PARTIDA(C.C.C.) 140300 INTRUSION 100%.,P-1649,96869030-2,11109,0,0,
305,3101030-000,2021,4,4/17/21 0:00,CVT,197,ITEM(C.C.C.) 140300 - ESPECIALIDAD:CCTV-CONTROL DE ACCESO-DETECCION Y.,P-1649,96869030-2,11109,0,0,
306,3101030-000,2021,4,4/17/21 0:00,CVT,197,EXTINSION DE INCENDIO - CONTROL CENTRALIZADO.,P-1649,96869030-2,11109,0,0,
307,3101030-000,2021,4,4/17/21 0:00,CVT,198,EP ADICIONAL - NOTA DE CAMBIO N°6 - OBRA: CENTRO DE DIST.MK ETAPAII PCI.,P-1664,76349664-3,11110,0,582014,
308,3101030-000,2021,4,4/17/21 0:00,CVT,198,"UF 19,77 x T/C $29.439,24 DE FECHA 16-04-2021",P-1664,76349664-3,11110,0,0,
309,3101030-000,2021,4,4/17/21 0:00,CVT,198,CODIGO DE OBRA: 8860,P-1664,76349664-3,11110,0,0,
310,3101030-000,2021,4,4/20/21 0:00,CVT,292,EP N°163-36-8 - OBRA: 163 CORINTO,P-1642,96522120-4,11159,0,3601418,
311,3101030-000,2021,4,4/20/21 0:00,CVT,292,SEGÚN CONTRATO N°163-36 DE FECHA 10-06-2020 - ESPECIALIDAD: CORRIENTES DEBILES.,P-1642,96522120-4,11159,0,0,
312,3101030-000,2021,4,4/20/21 0:00,CVT,298,EP N°6 SALIDA DE CONTENEDORES - CONST.DE ETAPA 2 CD PERALILLO,P-1648,76564630-8,11164,0,672750,
313,3101030-000,2021,4,4/20/21 0:00,CVT,298,"UF 22,84 x T/C $29.459,91 DE FECHA 20-04-2021",P-1648,76564630-8,11164,0,0,
314,3101030-000,2021,4,4/20/21 0:00,CVT,298,SIST.DETEC.Y EXT.DE INCENDIO PARA AMPLIACION DE BODEGA INOCUOS.,P-1648,76564630-8,11164,0,0,
315,3101030-000,2021,4,4/20/21 0:00,CVT,298,BODEGA INFLAMABLE N°3 Y 4 DE ETAPA 2 CD.PERALILLO.,P-1648,76564630-8,11164,0,0,
316,3101030-000,2021,4,4/21/21 0:00,CVT,340,EP N°4 - OBRA: EDIFICIO SAN VICENTE DE PAUL 5855,P-1661,78056380-K,11169,0,2469564,
317,3101030-000,2021,4,4/21/21 0:00,CVT,340,"UF 83,89 x T/C $29.439,24",P-1661,78056380-K,11169,0,0,
318,3101030-000,2021,4,4/21/21 0:00,CVT,340,CENTRO DE COSTO: 019 - PROV.E INST.CCTV-CITOFONIA-ALARMA CONTRA ROBO Y,P-1661,78056380-K,11169,0,0,
319,3101030-000,2021,4,4/21/21 0:00,CVT,340,INTRUSION - CORRIENTES DEBILES.,P-1661,78056380-K,11169,0,0,
320,3101030-000,2021,4,4/23/21 0:00,CVT,384,EP N°9 164-36-10 - OBRA: 164 ABATE MOLINA,P-1656,79877450-6,11172,0,2315003,
321,3101030-000,2021,4,4/23/21 0:00,CVT,384,"UF 78,5948 x T/C $29.454,91",P-1656,79877450-6,11172,0,0,
322,3101030-000,2021,4,4/23/21 0:00,CVT,384,SUB-CONTRATO:S.C.O.V. C.C.D.D.(CCTV-CITOFONIA-ROBO-,P-1656,79877450-6,11172,0,0,
323,3101030-000,2021,4,4/23/21 0:00,CVT,384,INCENDIO-PORTERO Y OTROS) - CODIGO COSTO: 407.,P-1656,79877450-6,11172,0,0,
324,3101030-000,2021,4,4/23/21 0:00,CVT,385,EP N°104-32-16 - OBRA: 104-ECOSANTIAGO,P-1615,76690901-9,11173,0,3306278,
325,3101030-000,2021,4,4/23/21 0:00,CVT,385,"UF 112,2040 xT/C $29.466,67 DE FECHA 23-04-2021",P-1615,76690901-9,11173,0,0,
326,3101030-000,2021,4,4/23/21 0:00,CVT,385,DUB-CONTRATO: PROV.E INST.DE CORRIENTES DEBILES - CENTRO DE COSTO 104.,P-1615,76690901-9,11173,0,0,
327,3101030-000,2021,4,4/26/21 0:00,CVT,692,EP N°18 - OBRA: S-0432 PROYECTO PLAZA EGAÑA,P-1611,76525290-3,11177,0,3452720,
328,3101030-000,2021,4,4/26/21 0:00,CVT,692,SEG'UN CONTRATO N°7000010309-00050 - HES N°1000316284.,P-1611,76525290-3,11177,0,0,
329,3101030-000,2021,4,4/27/21 0:00,CVT,700,"EP RETENCION PROYECTO - UF 144,62 x T/C $29.482,36",P-1665,76564630-8,11182,0,4263739,
330,3101030-000,2021,4,4/27/21 0:00,CVT,700,"EP RETENCIONES ADIC. - UF 20,90 x T/C $29.482,36",P-1665,76564630-8,11182,0,616181,
331,3101030-000,2021,4,4/27/21 0:00,CVT,700,EP RETENCIONES - OBRA: TW CAMBIO DE RACKS INFLAMABLE 2 Y 2,P-1665,76564630-8,11182,0,0,
332,3101030-000,2021,4,4/27/21 0:00,CVT,700,"UF 165,52 x T/C $29.482,36 DE FECHA 27-04-2021",P-1665,76564630-8,11182,0,0,
333,3101030-000,2021,4,4/27/21 0:00,CVT,700,DESARMADO Y REARMADO DE SIST.DE PROTECCION DE INCENDIO EN BODEGA,P-1665,76564630-8,11182,0,0,
334,3101030-000,2021,4,4/27/21 0:00,CVT,700,INFLAMABLE 1 Y 2 CD PERALILLO - SEGÚN OC 13.876 - CENTRO DE COSTO 354 CD PERALILLO.,P-1665,76564630-8,11182,0,0,
335,3101030-000,2021,4,4/27/21 0:00,CVT,701,EP N°5 - OBRA: CENTRO DISTRIBUCION MK ETAPA II PCI,P-1664,76349664-3,11183,0,20810483,
336,3101030-000,2021,4,4/27/21 0:00,CVT,701,"UF 706,52 x T/C $29.454,91 DE FECHA 20-04-2021",P-1664,76349664-3,11183,0,0,
337,3101030-000,2021,4,4/27/21 0:00,CVT,701,CODIGO DE OBRA: 8860,P-1664,76349664-3,11183,0,0,
338,3101030-000,2021,4,4/27/21 0:00,CVT,713,EP N°3 - OBRA: MK II SEGURIDAD,P-1670,77137860-9,11184,0,23291966,
339,3101030-000,2021,4,4/27/21 0:00,CVT,713,SEGÚN OC 4006494 DE FECHA 27-04-2021,P-1670,77137860-9,11184,0,0,
340,3101030-000,2021,4,4/27/21 0:00,CVT,713,ESPECIALIDAD: CCTV - INTRUSION - WIFI - ACCESO VEHICULAR - CDMK ETAPA II - CODIGO DE OBRA 8860.,P-1670,77137860-9,11184,0,0,
341,3101030-000,2021,4,4/29/21 0:00,CVT,816,EP N°078-41-7 - OBRA: EDIFICIO CORONEL ALVARADO,P-1660,80536800-4,11188,0,4272084,
342,3101030-000,2021,4,4/29/21 0:00,CVT,816,"UF 144,8840 x T/C $29.486,29",P-1660,80536800-4,11188,0,0,
343,3101030-000,2021,4,4/29/21 0:00,CVT,816,SEGÚN CONTRATO N°078-41 DE FECHA 04-03-2020 - ESPECIALIDAD: CORRIENTES DEBILES.,P-1660,80536800-4,11188,0,0,
344,3101030-000,2021,4,4/29/21 0:00,CVT,817,EP N°078-41-7 - OBRA: EDIFICIO CORONEL ALVARADO,P-1660,80536800-4,819,4272084,0,
345,3101030-000,2021,4,4/29/21 0:00,CVT,817,"UF 144,8840 x T/C $29.486,29",P-1660,80536800-4,819,0,0,
346,3101030-000,2021,4,4/29/21 0:00,CVT,817,SEGÚN CONTRATO N°078-41 DE FECHA 04-03-2020 - ESPECIALIDAD: CORRIENTES DEBILES.,P-1660,80536800-4,819,0,0,
347,3101030-000,2021,4,4/29/21 0:00,CVT,818,EP N°078-41-7 : OBRA: EDIFICIO CORONEL ALVARADO,P-1660,80536800-4,11189,0,4272092,
348,3101030-000,2021,4,4/29/21 0:00,CVT,818,"UF 144,8840 x T/C $29.486,29 DE FECHA 28-04-2021",P-1660,80536800-4,11189,0,0,
349,3101030-000,2021,4,4/29/21 0:00,CVT,818,SEGÚN CONTRATO N°078-41 DE FECHA 04-03-2020 - ESPECIALIDAD: CORRIENTES DEBILES.,P-1660,80536800-4,11189,0,0,
350,3101030-000,2021,4,4/29/21 0:00,CVT,819,EP N°4 - OBRA: S-0577 PROYECTO AXIONLOG,P-1666,76525290-3,11190,0,8737982,
351,3101030-000,2021,4,4/29/21 0:00,CVT,819,"UF 296,38 x T/C $29.482,36 DE FECHA 27-04-2021",P-1666,76525290-3,11190,0,0,
352,3101030-000,2021,4,4/29/21 0:00,CVT,819,SEGÚN CONTRATO N°7000019813-00010 - HES N°1000316393,P-1666,76525290-3,11190,0,0,
353,3101030-000,2021,4,4/29/21 0:00,CVT,831,EP N°1 - OBRA: 135 LOS TRES ANTONIOS,P-1645,77710830-1,820,1280594,0,
354,3101030-000,2021,4,4/29/21 0:00,CVT,831,SEGÚN CONTRATO N°135-18 DE FECHA 12-08-2019,P-1645,77710830-1,820,0,0,
355,3101030-000,2021,4,4/30/21 0:00,CVT,884,EP N°12 - OBRA: ABATE MOLINA,P-1625,76910360-0,11195,0,1638399,
356,3101030-000,2021,4,4/30/21 0:00,CVT,884,"UF 55,55 x T/C $29.494,13 DE FECHA 30-04-2021",P-1625,76910360-0,11195,0,0,
357,3101030-000,2021,4,4/30/21 0:00,CVT,884,SEGÚN OC 85340 DE FECHA 11-01-2019 - CODIGO DE OBRA: 198,P-1625,76910360-0,11195,0,0,
358,3101030-000,2021,5,5/6/21 0:00,CVT,41,EP N° ANTICIPO 15% - OBRA: EDIFICIO VISTA LOS TRES ANTONIOS,P-1645,76104460-5,11202,0,2685000,
359,3101030-000,2021,5,5/6/21 0:00,CVT,41,SEGÚN CONTRATO CORRIENTE DEBILES DE FECHA 12-04-2021,P-1645,76104460-5,11202,0,0,
360,3101030-000,2021,5,5/6/21 0:00,CVT,42,EP N° 1 - OBRA: EDIFICIO VISTA LOS TRES ANTONIOS,P-1645,76104460-5,11203,0,1280594,
361,3101030-000,2021,5,5/6/21 0:00,CVT,42,SEGÚN CONTRATO CORRIENTE DEBILES DE FECHA 12-04-2021,P-1645,76104460-5,11203,0,0,
362,3101030-000,2021,5,5/12/21 0:00,CVT,98,EP N°078.41-8 - OBRA: EDIFICIO CORONEL ALVARADO,P-1660,80536800-4,11219,0,1847715,
363,3101030-000,2021,5,5/12/21 0:00,CVT,98,"UF 62,5477 x T/C $29.540,89 DE FECHA 12-05-2021",P-1660,80536800-4,11219,0,0,
364,3101030-000,2021,5,5/12/21 0:00,CVT,98,SEGÚN CONTRATO N°078-41 DE FECHA 04-03-2020 - ESPECIALIDAD: CORRIENTES DEBILES.,P-1660,80536800-4,11219,0,0,
365,3101030-000,2021,5,5/12/21 0:00,CVT,133,EP ADICIONAL - CONEXION AGUA POTABLE PARA ESTANQUE,P-1664,76273914-3,11222,0,1718414,
366,3101030-000,2021,5,5/12/21 0:00,CVT,133,"OBRA: MK II PCI - UF 58,49 x T/C $29.379,62 DE FECHA 23-03-2021",P-1664,76273914-3,11222,0,0,
367,3101030-000,2021,5,5/12/21 0:00,CVT,133,SEGÚN OC 3342 DE FECHA 23-03-2021,P-1664,76273914-3,11222,0,0,
368,3101030-000,2021,5,5/16/21 0:00,CVT,147,EP N°13 RETENCIONES - OBRA: 105-EDIFICIO PUCARA II,P-1637,76910360-0,11223,0,2006343,
369,3101030-000,2021,5,5/16/21 0:00,CVT,147,"UF 67,90 x T/C $29.548,50 DE FECHA 14-05-2021",P-1637,76910360-0,11223,0,0,
370,3101030-000,2021,5,5/16/21 0:00,CVT,147,SEGÚN OC 88392 - SUB-CONTRATO C.C.D.D.,P-1637,76910360-0,11223,0,0,
371,3101030-000,2021,5,5/16/21 0:00,CVT,186,EP N°0013 - OBRA: CF4028 - LYON LUTERANO,P-1639,76071313-9,11224,0,2032814,
372,3101030-000,2021,5,5/16/21 0:00,CVT,186,"UF 68,79584412 x T/C $29.548,50",P-1639,76071313-9,11224,0,0,
373,3101030-000,2021,5,5/16/21 0:00,CVT,186,SUBCONTRATO: 027-SC CORRIENTES DEBILES - CONTRATO N°CF4028-027-0013.,P-1639,76071313-9,11224,0,0,
374,3101030-000,2021,5,5/19/21 0:00,CVT,245,EP N°4 - OBRA: MK II SEGURIDAD,P-1670,77137860-9,11239,0,42961845,
375,3101030-000,2021,5,5/19/21 0:00,CVT,245,SEGÚN OC 4006541 DE FECHA 19-05-2021,P-1670,77137860-9,11239,0,0,
376,3101030-000,2021,5,5/19/21 0:00,CVT,245,ESPECIALIDAD: CCTV - INTRUSION - WIFI - ACCESO VEHICULAR - CDMK ETAPA II.,P-1670,77137860-9,11239,0,0,
377,3101030-000,2021,5,5/19/21 0:00,CVT,246,EP N°104-32-17 - OBRA: 104-ECOSANTIAGO,P-1615,76690901-9,11240,0,4437826,
378,3101030-000,2021,5,5/19/21 0:00,CVT,246,"UF 150,0912 x T/C $29.567,53 DE FECHA 19-05-2021",P-1615,76690901-9,11240,0,0,
379,3101030-000,2021,5,5/19/21 0:00,CVT,246,SUB-CONTRATO: PROV.E INST.DE CORRIENTES DEBILES - CENTRO DE COSTO 104.,P-1615,76690901-9,11240,0,0,
380,3101030-000,2021,5,5/19/21 0:00,CVT,247,EP N°108-40-2 - OBRA: 108-ECOESTACION,P-1667,76690901-9,11241,0,1426413,
381,3101030-000,2021,5,5/19/21 0:00,CVT,247,SUB-CONTRATO: PROV.E INST.DE CORRIENTES DEBILES - CENTRO DE COSTO 108.,P-1667,76690901-9,11241,0,0,
382,3101030-000,2021,5,5/21/21 0:00,CVT,330,EP N°5 OBRA: S-0577 PROYECTO AXIONLOG,P-1666,76525290-3,11280,0,2291487,
383,3101030-000,2021,5,5/21/21 0:00,CVT,330,"UF 77,58 x T/C $29.537,09 DE FECHA 11-05-2021",P-1666,76525290-3,11280,0,0,
384,3101030-000,2021,5,5/21/21 0:00,CVT,330,SEGÚN CONTRATO N°7000019813-00010 - HES N°1000319309.,P-1666,76525290-3,11280,0,0,
385,3101030-000,2021,5,5/24/21 0:00,CVT,381,EP N°6 - OBRA: S-0499 PROYECTO ABDON CIFUENTES,P-1652,76525290-3,11284,0,1441448,
386,3101030-000,2021,5,5/24/21 0:00,CVT,381,SEGÚN CONTRATO N°7000016257-00010 - HES N°10000321509.,P-1652,76525290-3,11284,0,0,
387,3101030-000,2021,5,5/24/21 0:00,CVT,418,EP N°11 DEV.DE RETENCIONES - OBRA: SANTO DOMINGO 1410,P-1636,78056380-K,11285,0,1956703,
388,3101030-000,2021,5,5/24/21 0:00,CVT,418,"UF 70,98 x T/C $27.565,76",P-1636,78056380-K,11285,0,0,
389,3101030-000,2021,5,5/24/21 0:00,CVT,418,CC: 019 - PRV.E INST.SIST.DE ALARMA CONTRA ROBO E INCENDIO.,P-1636,78056380-K,11285,0,0,
390,3101030-000,2021,5,5/26/21 0:00,CVT,434,EP N°9 192-23-11 - OBRA: 192 EDUARDO DE LA BARRA CD,P-1653,79877450-6,11286,0,1899228,
391,3101030-000,2021,5,5/26/21 0:00,CVT,434,SUB-CONTRATO:INST.SEGURIDAD Y CONTROL DE ACCESO - CODIGO COSTO: 407.,P-1653,79877450-6,11286,0,0,
392,3101030-000,2021,5,5/26/21 0:00,CVT,435,EP N°12 - OBRA: S-0431 PROYECTO ESTORIL II,P-1623,76525290-3,11287,0,255773,
393,3101030-000,2021,5,5/26/21 0:00,CVT,435,SEGÚN CONTRATO N°7000012166-00010 - HES N° 1000319821.,P-1623,76525290-3,11287,0,0,
394,3101030-000,2021,5,5/26/21 0:00,CVT,436,EP N° 13 ADICIONAL 2 - OBRA: S-0431 PROYECTO ESTORIL II,P-1623,76525290-3,11288,0,2119770,
395,3101030-000,2021,5,5/26/21 0:00,CVT,436,SEGÚN CONTRATO N°7000012166-00030 - HES N°1000319822.,P-1623,76525290-3,11288,0,0,
396,3101030-000,2021,5,5/26/21 0:00,CVT,446,EP N°078-41-9 - OBRA: EDIFICIO CORONEL ALVARADO,P-1660,80536800-4,11289,0,612274,
397,3101030-000,2021,5,5/26/21 0:00,CVT,446,"UF 20,6890 x T/C $29.594,20 DE FECHA 26-05-2021",P-1660,80536800-4,11289,0,0,
398,3101030-000,2021,5,5/26/21 0:00,CVT,446,SEGÚN CONTRATO N°078-41 DE FECHA 04-03-2020 - ESPECIALIDAD: CORRIENTES DEBILES.,P-1660,80536800-4,11289,0,0,
399,3101030-000,2021,5,5/26/21 0:00,CVT,447,EP N° RETENCIONES - OBRA: 192 - ABATE MOLINA,P-1625,76910360-0,11290,0,3583858,
400,3101030-000,2021,5,5/26/21 0:00,CVT,447,"UF 121,10 x T/C $29.594,20 DE FECHA 26-05-2021",P-1625,76910360-0,11290,0,0,
401,3101030-000,2021,5,5/26/21 0:00,CVT,447,SEGÚN OC 85340 DE FECHA 11-01-2019 - CODIGO DE OBRA:198,P-1625,76910360-0,11290,0,0,
402,3101030-000,2021,5,5/26/21 0:00,CVT,448,EP N° RETENCIONES - OBRA: 192 - ABATE MOLINA,P-1625,76910360-0,11291,0,561257,
403,3101030-000,2021,5,5/26/21 0:00,CVT,448,"UF 18,97 x T/C $29.594,20 DE FECHA 26-05-2021",P-1625,76910360-0,11291,0,0,
404,3101030-000,2021,5,5/26/21 0:00,CVT,448,SEGÚN OC 99292 DE FECHA 30-12-2019,P-1625,76910360-0,11291,0,0,
405,3101030-000,2021,5,5/27/21 0:00,CVT,459,EP N°9 - OBRA: 2020500000 EXEQUIEL FERNANDEZ,P-1654,76210676-0,11296,0,293648,
406,3101030-000,2021,5,5/27/21 0:00,CVT,459,"UF 9,9225 x T/C $29.594,20 DE FECHA DE 26-05-2021",P-1654,76210676-0,11296,0,0,
407,3101030-000,2021,5,5/27/21 0:00,CVT,459,SEGÚN CONTRATO N°316 - ESPECIALIDAD: CORRIENTES DEBILES.,P-1654,76210676-0,11296,0,0,
408,3101030-000,2021,5,5/28/21 0:00,CVT,519,EP N° 1 - OBRA: CHORRILLOS - OFICINAS BEIERSDORF,P-1674,76033004-3,11306,0,4361733,
409,3101030-000,2021,5,5/28/21 0:00,CVT,519,SEGÚN CONTRATO N°1438 - OC 3200009852 - HES N°1000024695.,P-1674,76033004-3,11306,0,0,
410,3101030-000,2021,5,5/28/21 0:00,CVT,519,SUBCONTRATO DE: PROTECCION CONTRA INCENDIO,P-1674,76033004-3,11306,0,0,
411,3101030-000,2021,5,5/28/21 0:00,CVT,520,EQUIPAMIENTO PARA PILOTO - OBRA: 20 OASIS PLAZA,P-1668,76299890-4,11307,0,0,
412,3101030-000,2021,5,5/28/21 0:00,CVT,520,2 CITOFONO AUDIO AIPHONE - GT-1A,P-1668,76299890-4,11307,0,83280,
413,3101030-000,2021,5,5/28/21 0:00,CVT,520,2 DETECTOR DE HUMO FOTOELECTRICO,P-1668,76299890-4,11307,0,35189,
414,3101030-000,2021,5,5/28/21 0:00,CVT,520,SE DESCONTARA EN CONTRATO DE EJECUCION DE CCDD,P-1668,76299890-4,11307,0,0,
415,3101030-000,2021,5,5/28/21 0:00,CVT,521,EP N°6 - OBRA: CENTRO DISTRIBUCION MK ETAPA II PCI,P-1664,76349664-3,11308,0,3546594,
416,3101030-000,2021,5,5/28/21 0:00,CVT,521,"UF 119,81 x T/C $29.601,82 DE FECHA 28-05-2021",P-1664,76349664-3,11308,0,0,
417,3101030-000,2021,5,5/28/21 0:00,CVT,521,CODIGO DE OBRA: 8860,P-1664,76349664-3,11308,0,0,
418,3101030-000,2021,5,5/29/21 0:00,CVT,522,EQUIPAMIENTO PARA PILOTO - OBRA: 20 OASIS PLAZA,P-1668,76299890-4,824,0,0,
419,3101030-000,2021,5,5/29/21 0:00,CVT,522,2 CITOFONO AUDIO AIPHONE - GT-1A,P-1668,76299890-4,824,83280,0,
420,3101030-000,2021,5,5/29/21 0:00,CVT,522,2 DETECTOR DE HUMO FOTOELECTRICO,P-1668,76299890-4,824,35189,0,
421,3101030-000,2021,5,5/29/21 0:00,CVT,522,SE DESCONTARA EN CONTRATO DE EJECUCION DE CCDD,P-1668,76299890-4,824,0,0,
422,3101030-000,2021,5,5/31/21 0:00,CVT,584,EP N°2 - OBRA: OFICINAS CUATRECASAS,S-1601,76321709-4,11309,0,4667910,
423,3101030-000,2021,5,5/31/21 0:00,CVT,584,SEGÚN OC N°019 DE FECHA 18-01-2021 - EJECUCION DE PROYECTO CONTRA INCENDIO.,S-1601,76321709-4,11309,0,0,
424,3101030-000,2021,5,5/31/21 0:00,CVT,585,EP N°6 - OBRA: S-0577 PROYECTO AXIONLOG,P-1666,76525290-3,11310,0,3532522,
425,3101030-000,2021,5,5/31/21 0:00,CVT,585,"UF 119,35 x T/C $29.598,01 DE FRCHA 27-05-2021",P-1666,76525290-3,11310,0,0,
426,3101030-000,2021,5,5/31/21 0:00,CVT,585,SEGÚN CONTRATO N°7000019813-00010 - HES N°1000322195.,P-1666,76525290-3,11310,0,0,
427,3101030-000,2021,6,6/2/21 0:00,CVT,24,EP N° ANTICIPO 20% - OBRA: CONDOMINIO PORTAL LO CAMPINO,P-1676,76525290-3,11312,0,28376803,
428,3101030-000,2021,6,6/2/21 0:00,CVT,24,"UF 958 x T/C $29.620,88 DE FECHA 02-06-2021",P-1676,76525290-3,11312,0,0,
429,3101030-000,2021,6,6/2/21 0:00,CVT,24,SEGÚN CONTRATO N°7000021882 DE FECHA 12-05-2021 - ESPECIALIDAD: SERVICIOS DE CCDD.,P-1676,76525290-3,11312,0,0,
430,3101030-000,2021,6,6/2/21 0:00,CVT,25,EP N°163-36-9 - OBRA: 163 CORINTO,P-1642,96522120-4,11313,0,984976,
431,3101030-000,2021,6,6/2/21 0:00,CVT,25,SEGÚN CONTRATO n°163-36 DE FECHA 10-06-2020 - ESPECIELIDAD: CORRIENTES DEBILES.,P-1642,96522120-4,11313,0,0,
432,3101030-000,2021,6,6/8/21 0:00,CVT,75,EP N°12 - OBRA: S-0431 PROYECTO ESTORIL II,P-1623,76525290-3,825,255773,0,
433,3101030-000,2021,6,6/8/21 0:00,CVT,75,SEGÚN CONTRATO N°7000012166-00010 - HES N° 1000319821.,P-1623,76525290-3,825,0,0,
434,3101030-000,2021,6,6/8/21 0:00,CVT,76,EP N° 13 ADICIONAL 2 - OBRA: S-0431 PROYECTO ESTORIL II,P-1623,76525290-3,826,2119770,0,
435,3101030-000,2021,6,6/8/21 0:00,CVT,76,SEGÚN CONTRATO N°7000012166-00030 - HES N°1000319822.,P-1623,76525290-3,826,0,0,
436,3101030-000,2021,6,6/9/21 0:00,CVT,98,EP N°12 FINAL - OBRA: LAS TRINITARIAS,P-1627,76009867-1,11330,0,3246485,
437,3101030-000,2021,6,6/9/21 0:00,CVT,96,EP N°13 ADICIONAL 2 - OBRA: S-0431 PROYECTO ESTORIL II,P-1623,76525290-3,11328,0,2119770,
438,3101030-000,2021,6,6/9/21 0:00,CVT,98,"UF 109,52 x T/C$29.643,78 DE FECHA 08-06-2021",P-1627,76009867-1,11330,0,0,
439,3101030-000,2021,6,6/9/21 0:00,CVT,96,SEGÚN CONTRATO N°7000012166-00030 - HES N°1000319822.,P-1623,76525290-3,11328,0,0,
440,3101030-000,2021,6,6/9/21 0:00,CVT,98,CC 110 - CONTRATO: PROV.E INST.DE SIST.CCTV-CITOFONIA Y ALARMA CONTRA ROBO.,P-1627,76009867-1,11330,0,0,
441,3101030-000,2021,6,6/9/21 0:00,CVT,97,EP N°12 - OBRA: S-0431 PROYECTO ESTORIL II,P-1623,76525290-3,11329,0,255773,
442,3101030-000,2021,6,6/9/21 0:00,CVT,97,SEGÚN CONTRATO N°7000012166-00010 - HES N°1000319821.,P-1623,76525290-3,11329,0,0,
443,3101030-000,2021,6,6/10/21 0:00,CVT,108,EP N°62-1 ANTICIPO 20% - OBRA: OASIS PLAZA,P-1668,76299890-4,11332,0,6995031,
444,3101030-000,2021,6,6/10/21 0:00,CVT,108,"UF 236 x T/C $29.639,96 DE FECHA 07-06-2021",P-1668,76299890-4,11332,0,0,
445,3101030-000,2021,6,6/10/21 0:00,CVT,108,SEGÚN N° CONTRATO: 62 (20-66) DE FECHA 30 DE NOVIEMBRE DE 2020. - ESPECIALIDAD: INST.CORRIENTES DEBILES.,P-1668,76299890-4,11332,0,0,
446,3101030-000,2021,6,6/10/21 0:00,CVT,109,EP DEV.DE RETENCION - OBRA: JARDINES DEL VALLE B Y C,P-1646,96962430-3,11333,0,1609344,
447,3101030-000,2021,6,6/10/21 0:00,CVT,109,SEGÚN CONTRATO N°254005151 - OC 7000018878 - HES N°100001839.,P-1646,96962430-3,11333,0,0,
448,3101030-000,2021,6,6/17/21 0:00,CVT,227,EP N°108-40-3 - OBRA: 108-ECOESTACION,P-1667,76690901-9,11348,0,1138634,
449,3101030-000,2021,6,6/17/21 0:00,CVT,227,SUB-CONTRATO: PROV.E INST.DE CORRIENTES DEBILES - CENTRO DE COSTO 108.,P-1667,76690901-9,11348,0,0,
450,3101030-000,2021,6,6/17/21 0:00,CVT,228,EP N°0014 - OBRA: CF4028 - LYON LUTERANO.,P-1639,76071313-9,11349,0,2447310,
451,3101030-000,2021,6,6/17/21 0:00,CVT,228,"UF 82,48074148 x T/C $29.671,29",P-1639,76071313-9,11349,0,0,
452,3101030-000,2021,6,6/17/21 0:00,CVT,228,SUBCONTRATO: 027-SC CORRIENTES DEBILES - CONTRATO N°CF4028-027-0014,P-1639,76071313-9,11349,0,0,
453,3101030-000,2021,6,6/18/21 0:00,CVT,234,EP N°ANTICIPO 20% - OBRA: CONDOMINIO VIVE PALENA 2,P-1675,76633444-K,11351,0,3210643,
454,3101030-000,2021,6,6/18/21 0:00,CVT,234,"UF 108,23 x T/C $29.665",P-1675,76633444-K,11351,0,0,
455,3101030-000,2021,6,6/18/21 0:00,CVT,234,CONTRATO DE FECHA 20-04-2021 - ESPECIALIDAD: CORRIENTES DEBILES.,P-1675,76633444-K,11351,0,0,
