,Codigo_proyecto,Cta_Contable,Año,Mes,Fecha,Tipo_Comp,Num_Comp,Glosa,Primer_Analisis,Referencia,Debito,Credito,Num_Referencia,Debito_2,Credito_2,TOTAL,Tipo_cuenta
7594,P-1680,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1680,18547379,757392,0,,757392,0,-757392,COSTO MANO DE OBRA
7595,P-1694,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1694,15838549,588198,0,,588198,0,-588198,COSTO MANO DE OBRA
7596,P-1706,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1706,21252110,489214,0,,489214,0,-489214,COSTO MANO DE OBRA
7597,P-1667,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1667,20189786,46039,0,,46039,0,-46039,COSTO MANO DE OBRA
7598,P-1680,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1680,20189786,46039,0,,46039,0,-46039,COSTO MANO DE OBRA
7599,P-1682,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1682,20189786,230195,0,,230195,0,-230195,COSTO MANO DE OBRA
7600,P-1714,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1714,20189786,138117,0,,138117,0,-138117,COSTO MANO DE OBRA
7601,P-1705,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1705,18462665,629684,0,,629684,0,-629684,COSTO MANO DE OBRA
7602,P-1723,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1723,17189301,545193,0,,545193,0,-545193,COSTO MANO DE OBRA
7603,P-1723,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1723,12108544,366540,0,,366540,0,-366540,COSTO MANO DE OBRA
7604,P-1705,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1705,13497542,624480,0,,624480,0,-624480,COSTO MANO DE OBRA
7605,P-1718,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1718,14536708,353368,0,,353368,0,-353368,COSTO MANO DE OBRA
7606,P-1718,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1718,19326829,447444,0,,447444,0,-447444,COSTO MANO DE OBRA
7607,P-1723,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1723,19877973,594760,0,,594760,0,-594760,COSTO MANO DE OBRA
7608,P-1718,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1718,22995430,447444,0,,447444,0,-447444,COSTO MANO DE OBRA
7609,P-1723,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1723,27336604,506430,0,,506430,0,-506430,COSTO MANO DE OBRA
7610,P-1726,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1726,11438295,377136,0,,377136,0,-377136,COSTO MANO DE OBRA
7611,P-1726,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1726,19073253,381852,0,,381852,0,-381852,COSTO MANO DE OBRA
7612,P-1692,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1692,18479067,342888,0,,342888,0,-342888,COSTO MANO DE OBRA
7613,P-1692,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1692,19232798,285740,0,,285740,0,-285740,COSTO MANO DE OBRA
7614,P-1591,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1591,19232798,57148,0,,57148,0,-57148,COSTO MANO DE OBRA
7615,P-1715,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1715,13006346,234576,0,,234576,0,-234576,COSTO MANO DE OBRA
7616,P-1715,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1715,12857881,44008,0,,44008,0,-44008,COSTO MANO DE OBRA
7617,P-1591,4150002-000,2023,4,2023-04-30T00:00:00-03:00,AJC,1681,REMUNERACIONES DIRECTAS PROYECTO,P-1591,18849154,165280,0,,165280,0,-165280,COSTO MANO DE OBRA
7618,P-1723,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1723,21529410,405620,0,,405620,0,-405620,COSTO MANO DE OBRA
7619,P-1712,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1712,9866890,551768,0,,551768,0,-551768,COSTO MANO DE OBRA
7620,P-1704,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1704,20280168,244497,0,,244497,0,-244497,COSTO MANO DE OBRA
7621,P-1718,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1718,9866890,965594,0,,965594,0,-965594,COSTO MANO DE OBRA
7622,P-1715,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1715,20280168,40749,0,,40749,0,-40749,COSTO MANO DE OBRA
7623,P-OFICINA,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-Oficina,9866890,68971,0,,68971,0,-68971,COSTO MANO DE OBRA
7624,P-1715,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1715,15563316,209862,0,,209862,0,-209862,COSTO MANO DE OBRA
7625,P-1712,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1712,10770118,503136,0,,503136,0,-503136,COSTO MANO DE OBRA
7626,P-1718,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1718,10770118,880488,0,,880488,0,-880488,COSTO MANO DE OBRA
7627,P-OFICINA,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-Oficina,10770118,62892,0,,62892,0,-62892,COSTO MANO DE OBRA
7628,P-1712,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1712,10910155,550760,0,,550760,0,-550760,COSTO MANO DE OBRA
7629,P-1718,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1718,10910155,963830,0,,963830,0,-963830,COSTO MANO DE OBRA
7630,P-OFICINA,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-Oficina,10910155,68845,0,,68845,0,-68845,COSTO MANO DE OBRA
7631,P-1715,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1715,11285399,64657,0,,64657,0,-64657,COSTO MANO DE OBRA
7632,P-OFICINA,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-Oficina,11285399,64657,0,,64657,0,-64657,COSTO MANO DE OBRA
7633,P-1726,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1726,11285399,1357797,0,,1357797,0,-1357797,COSTO MANO DE OBRA
7634,P-1694,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1694,11474055,254915,0,,254915,0,-254915,COSTO MANO DE OBRA
7635,P-1705,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1705,11474055,254915,0,,254915,0,-254915,COSTO MANO DE OBRA
7636,P-1713,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1713,11474055,509830,0,,509830,0,-509830,COSTO MANO DE OBRA
7637,P-OFICINA,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-Oficina,11474055,50983,0,,50983,0,-50983,COSTO MANO DE OBRA
7638,P-1690,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1690,11474055,50983,0,,50983,0,-50983,COSTO MANO DE OBRA
7639,P-1704,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1704,11637272,885148,0,,885148,0,-885148,COSTO MANO DE OBRA
7640,P-OFICINA,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-Oficina,11637272,40234,0,,40234,0,-40234,COSTO MANO DE OBRA
7641,P-OFICINA,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-Oficina,11762200,70683,0,,70683,0,-70683,COSTO MANO DE OBRA
7642,P-1726,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1726,11762200,1555026,0,,1555026,0,-1555026,COSTO MANO DE OBRA
7643,P-1721,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1721,12286717,815728,0,,815728,0,-815728,COSTO MANO DE OBRA
7644,P-1557,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1557,12286717,152949,0,,152949,0,-152949,COSTO MANO DE OBRA
7645,P-OFICINA,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-Oficina,12286717,50983,0,,50983,0,-50983,COSTO MANO DE OBRA
7646,P-1727,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1727,12501163,1363098,0,,1363098,0,-1363098,COSTO MANO DE OBRA
7647,P-OFICINA,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-Oficina,12501163,61959,0,,61959,0,-61959,COSTO MANO DE OBRA
7648,P-1704,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1704,13049205,818994,0,,818994,0,-818994,COSTO MANO DE OBRA
7649,P-OFICINA,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-Oficina,13049205,37227,0,,37227,0,-37227,COSTO MANO DE OBRA
7650,P-1704,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1704,13084498,1633214,0,,1633214,0,-1633214,COSTO MANO DE OBRA
7651,P-OFICINA,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-Oficina,13084498,74237,0,,74237,0,-74237,COSTO MANO DE OBRA
7652,P-1712,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1712,13285624,788056,0,,788056,0,-788056,COSTO MANO DE OBRA
7653,P-1718,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1718,13285624,1379098,0,,1379098,0,-1379098,COSTO MANO DE OBRA
7654,P-OFICINA,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-Oficina,13285624,98507,0,,98507,0,-98507,COSTO MANO DE OBRA
7655,P-1715,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1715,14197652,777714,0,,777714,0,-777714,COSTO MANO DE OBRA
7656,P-OFICINA,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-Oficina,14197652,37034,0,,37034,0,-37034,COSTO MANO DE OBRA
7657,P-1704,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1704,15071392,1019414,0,,1019414,0,-1019414,COSTO MANO DE OBRA
7658,P-OFICINA,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-Oficina,15071392,46337,0,,46337,0,-46337,COSTO MANO DE OBRA
7659,P-1682,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1682,15601934,125242,0,,125242,0,-125242,COSTO MANO DE OBRA
7660,P-1692,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1692,15601934,626210,0,,626210,0,-626210,COSTO MANO DE OBRA
7661,P-1696,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1696,15601934,125242,0,,125242,0,-125242,COSTO MANO DE OBRA
7662,P-1697,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1697,15601934,125242,0,,125242,0,-125242,COSTO MANO DE OBRA
7663,P-1705,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1705,15601934,125242,0,,125242,0,-125242,COSTO MANO DE OBRA
7664,P-1723,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1723,15601934,125242,0,,125242,0,-125242,COSTO MANO DE OBRA
7665,P-OFICINA,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-Oficina,15601934,62621,0,,62621,0,-62621,COSTO MANO DE OBRA
7666,P-1715,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1715,16317670,1175152,0,,1175152,0,-1175152,COSTO MANO DE OBRA
7667,P-OFICINA,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-Oficina,16317670,53416,0,,53416,0,-53416,COSTO MANO DE OBRA
7668,P-1680,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1680,16360030,436942,0,,436942,0,-436942,COSTO MANO DE OBRA
7669,P-1688,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1688,16360030,476664,0,,476664,0,-476664,COSTO MANO DE OBRA
7670,P-OFICINA,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-Oficina,16360030,39722,0,,39722,0,-39722,COSTO MANO DE OBRA
7671,P-1680,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1680,16572057,867636,0,,867636,0,-867636,COSTO MANO DE OBRA
7672,P-OFICINA,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-Oficina,16572057,41316,0,,41316,0,-41316,COSTO MANO DE OBRA
7673,P-1680,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1680,16619725,449169,0,,449169,0,-449169,COSTO MANO DE OBRA
7674,P-1688,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1688,16619725,128334,0,,128334,0,-128334,COSTO MANO DE OBRA
7675,P-1692,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1692,16619725,449169,0,,449169,0,-449169,COSTO MANO DE OBRA
7676,P-1703,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1703,16619725,64167,0,,64167,0,-64167,COSTO MANO DE OBRA
7677,P-1706,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1706,16619725,256668,0,,256668,0,-256668,COSTO MANO DE OBRA
7678,P-1725,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1725,16619725,64167,0,,64167,0,-64167,COSTO MANO DE OBRA
7679,P-1591,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1591,16619725,64167,0,,64167,0,-64167,COSTO MANO DE OBRA
7680,P-OFICINA,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-Oficina,16619725,64167,0,,64167,0,-64167,COSTO MANO DE OBRA
7681,P-1704,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1704,17250657,782068,0,,782068,0,-782068,COSTO MANO DE OBRA
7682,P-OFICINA,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-Oficina,17250657,46004,0,,46004,0,-46004,COSTO MANO DE OBRA
7683,P-1684,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1684,17662954,262660,0,,262660,0,-262660,COSTO MANO DE OBRA
7684,P-1696,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1696,17662954,65665,0,,65665,0,-65665,COSTO MANO DE OBRA
7685,P-1699,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1699,17662954,328325,0,,328325,0,-328325,COSTO MANO DE OBRA
7686,P-1712,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1712,17662954,196995,0,,196995,0,-196995,COSTO MANO DE OBRA
7687,P-1723,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1723,17662954,525320,0,,525320,0,-525320,COSTO MANO DE OBRA
7688,P-OFICINA,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-Oficina,17662954,65665,0,,65665,0,-65665,COSTO MANO DE OBRA
7689,P-1720,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1720,17662954,65665,0,,65665,0,-65665,COSTO MANO DE OBRA
7690,P-1667,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1667,18081915,137300,0,,137300,0,-137300,COSTO MANO DE OBRA
7691,P-1686,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1686,18081915,411900,0,,411900,0,-411900,COSTO MANO DE OBRA
7692,P-1697,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1697,18081915,343250,0,,343250,0,-343250,COSTO MANO DE OBRA
7693,P-1707,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1707,18081915,549200,0,,549200,0,-549200,COSTO MANO DE OBRA
7694,P-1714,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1714,18081915,68650,0,,68650,0,-68650,COSTO MANO DE OBRA
7695,P-OFICINA,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-Oficina,18081915,68650,0,,68650,0,-68650,COSTO MANO DE OBRA
7696,P-1667,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1667,18325262,193995,0,,193995,0,-193995,COSTO MANO DE OBRA
7697,P-1686,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1686,18325262,64665,0,,64665,0,-64665,COSTO MANO DE OBRA
7698,P-1694,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1694,18325262,452655,0,,452655,0,-452655,COSTO MANO DE OBRA
7699,P-1705,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1705,18325262,129330,0,,129330,0,-129330,COSTO MANO DE OBRA
7700,P-1707,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1707,18325262,387990,0,,387990,0,-387990,COSTO MANO DE OBRA
7701,P-OFICINA,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-Oficina,18325262,64665,0,,64665,0,-64665,COSTO MANO DE OBRA
7702,P-1690,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1690,18325262,129330,0,,129330,0,-129330,COSTO MANO DE OBRA
7703,P-1715,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1715,18726168,758415,0,,758415,0,-758415,COSTO MANO DE OBRA
7704,P-OFICINA,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-Oficina,18726168,36115,0,,36115,0,-36115,COSTO MANO DE OBRA
7705,P-1696,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1696,18937649,44843,0,,44843,0,-44843,COSTO MANO DE OBRA
7706,P-1723,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1723,18937649,941703,0,,941703,0,-941703,COSTO MANO DE OBRA
7707,P-OFICINA,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-Oficina,18937649,44843,0,,44843,0,-44843,COSTO MANO DE OBRA
7708,P-1692,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1692,20201415,661011,0,,661011,0,-661011,COSTO MANO DE OBRA
7709,P-1725,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1725,20201415,194415,0,,194415,0,-194415,COSTO MANO DE OBRA
7710,P-OFICINA,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-Oficina,20201415,38883,0,,38883,0,-38883,COSTO MANO DE OBRA
7711,P-1686,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1686,20464781,361136,0,,361136,0,-361136,COSTO MANO DE OBRA
7712,P-1723,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1723,20464781,496562,0,,496562,0,-496562,COSTO MANO DE OBRA
7713,P-OFICINA,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-Oficina,20464781,45142,0,,45142,0,-45142,COSTO MANO DE OBRA
7714,P-1690,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1690,20464781,135426,0,,135426,0,-135426,COSTO MANO DE OBRA
7715,P-1680,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1680,21055081,354546,0,,354546,0,-354546,COSTO MANO DE OBRA
7716,P-1692,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1692,21055081,551516,0,,551516,0,-551516,COSTO MANO DE OBRA
7717,P-OFICINA,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-Oficina,21055081,39394,0,,39394,0,-39394,COSTO MANO DE OBRA
7718,P-1686,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1686,21256070,424820,0,,424820,0,-424820,COSTO MANO DE OBRA
7719,P-1694,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1694,21256070,424820,0,,424820,0,-424820,COSTO MANO DE OBRA
7720,P-OFICINA,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-Oficina,21256070,38620,0,,38620,0,-38620,COSTO MANO DE OBRA
7721,P-1697,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1697,23710637,868471,0,,868471,0,-868471,COSTO MANO DE OBRA
7722,P-1714,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1714,23710637,137127,0,,137127,0,-137127,COSTO MANO DE OBRA
7723,P-OFICINA,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-Oficina,23710637,45709,0,,45709,0,-45709,COSTO MANO DE OBRA
7724,P-1699,4150002-000,2023,5,2023-05-31T00:00:00-04:00,AJC,1844,REMUNERACIONES DIRECTAS PROYECTO,P-1699,26024989,310336,0,,310336,0,-310336,COSTO MANO DE OBRA
