CODIGO_PROYECTO,TIPO_CUENTA,NOMBRE_OBRA,NOMBRE_CLIENTE,TOTAL PTD,TOTAL MEC PROY,TOTAL_PDT,MARGEN,TOTAL_PDT_PREP,% AVANCE
P-1715,4. COSTO SUPERVISIÓN,CD LO ECHEVERS,QUEZADA Y BOETSCH,0.0,0.0,0.0,0.24387515420722441,-7424606.0,-0.0
P-1716,4. COSTO SUPERVISIÓN,CD ASTARA,ASTARA LOGÍSTICA CHILE SPA.,0.0,0.0,0.0,0.5745726795995294,0.0,0.0
P-1717,1. INGRESO,ECO QUILÍN I,CONSTRUCTORA ICF SPA,0.0,0.0,0.0,0.0,170727176.424,0.0
P-1717,3. COSTO MANO DE OBRA,ECO QUILÍN I,CONSTRUCTORA ICF SPA,0.0,0.0,0.0,0.0,0.0,0.0
P-1717,4. COSTO SUPERVISIÓN,ECO QUILÍN I,CONSTRUCTORA ICF SPA,0.0,0.0,0.0,0.0,0.0,0.0
P-1718,4. COSTO SUPERVISIÓN,PATIO COMIDAS,EBCO S.A.,0.0,0.0,0.0,0.4559181176699442,0.0,0.0
P-1719,2. COSTO MATERIALES,CD METALPAR,EBCO S.A.,0.0,0.0,0.0,1.0,0.0,0.0
P-1719,3. COSTO MANO DE OBRA,CD METALPAR,EBCO S.A.,0.0,0.0,0.0,1.0,0.0,0.0
P-1719,4. COSTO SUPERVISIÓN,CD METALPAR,EBCO S.A.,0.0,0.0,0.0,1.0,0.0,0.0
P-1720,2. COSTO MATERIALES,,,0.0,0.0,0.0,0.0,-21939079.0,-0.0
P-1720,4. COSTO SUPERVISIÓN,,,0.0,0.0,0.0,0.0,0.0,0.0
P-1721,4. COSTO SUPERVISIÓN,STRIP CENTER LUIS PASTEUR,INMOBILIARIA LUIS PASTEUR S.A.,0.0,0.0,0.0,0.3450252036078454,0.0,0.0
P-1722,2. COSTO MATERIALES,ECO CERRILLOS,CONSTRUCTORA ICF SPA,0.0,0.0,0.0,0.0,-124836610.0,-0.0
P-1722,3. COSTO MANO DE OBRA,ECO CERRILLOS,CONSTRUCTORA ICF SPA,0.0,0.0,0.0,0.0,0.0,0.0
P-1722,4. COSTO SUPERVISIÓN,ECO CERRILLOS,CONSTRUCTORA ICF SPA,0.0,0.0,0.0,0.0,0.0,0.0
P-1723,4. COSTO SUPERVISIÓN,VILLA PANAMERICANA LOTE C,CONSTRUCTORA MENA Y OVALLE S.A.,0.0,0.0,0.0,0.05393720619898856,0.0,0.0
P-1724,4. COSTO SUPERVISIÓN,,,0.0,0.0,0.0,0.7186713254787678,0.0,0.0
P-1725,4. COSTO SUPERVISIÓN,LO CAÑAS,CONSTRUCTORA BRISAS DE BATUCO,0.0,0.0,0.0,0.46604025975407704,-4468043.0,-0.0
P-1726,4. COSTO SUPERVISIÓN,,,0.0,0.0,0.0,0.36120935286668626,0.0,0.0
P-1727,4. COSTO SUPERVISIÓN,,,0.0,0.0,0.0,0.2507607802562308,0.0,0.0
P-1728,1. INGRESO,,,0.0,6372127.0,6372127.0,0.5299654259872724,7874868.0,0.8091725474001596
P-1728,4. COSTO SUPERVISIÓN,,,0.0,0.0,0.0,0.5299654259872724,0.0,0.0
P-1729,1. INGRESO,,,0.0,0.0,0.0,0.0,0.0,0.0
P-1729,3. COSTO MANO DE OBRA,,,0.0,0.0,0.0,0.0,-28145749.0,-0.0
P-1729,4. COSTO SUPERVISIÓN,,,0.0,0.0,0.0,0.0,-6254611.0,-0.0
1. TOTAL,4. COSTO SUPERVISIÓN,1. TOTAL,1. TOTAL,-69873160.0,-5096121.0,-74969281.0,0.3602183671530265,-242718085.0,0.30887389788033304
1. TOTAL,1. INGRESO,1. TOTAL,1. TOTAL,4042394062.0,455821573.22181666,4498215635.221817,0.3602183671530265,7808050447.840512,0.576099714681774
1. TOTAL,2. COSTO MATERIALES,1. TOTAL,1. TOTAL,-1516685549.0,-212300000.0,-1728985549.0,0.3602183671530265,-4375432891.300283,0.3951575974203053
1. TOTAL,3. COSTO MANO DE OBRA,1. TOTAL,1. TOTAL,-962035446.0,-111885468.0,-1073920914.0,0.3602183671530265,-1139100986.0,0.9427793735576663
